Months,PHYTO_TOTAL,DIATO,DINO,HAPTO,GREEN,PROKAR,PROCHLO,DIATO_REL,DINO_REL,HAPTO_REL,GREEN_REL,PROKAR_REL,PROCHLO_REL
2005-02-01,3.737746,1.07318,0.436571,0.189499,0.125542,1.49521,0.417744,0.28711956350163975,0.11680060656877166,0.05069873661827208,0.033587622058855786,0.4000298575665655,0.11176361368589519
2005-03-01,3.1209662000000002,0.810674,0.34672,0.219635,0.0934442,1.35274,0.297753,0.2597509707090067,0.11109380165667924,0.07037403993673497,0.029940792053435247,0.4334362864935865,0.09540410915055728
2005-04-01,2.789396,0.646345,0.324199,0.192685,0.110479,1.27001,0.245678,0.2317150379508682,0.11622551978994736,0.06907767846515876,0.03960678225680398,0.4552992834291008,0.0880756981081209
2005-05-01,2.363607,0.431843,0.256436,0.208102,0.103859,1.18584,0.177527,0.1827050774515391,0.10849350166927074,0.08804424762661475,0.04394089203492797,0.5017077712157731,0.07510851000187425
2005-06-01,2.257134,0.274545,0.220574,0.185848,0.12046,1.33152,0.124187,0.1216343380587949,0.09772304169801171,0.08233804461764344,0.053368563851326496,0.5899162389118235,0.05501977286239984
2005-07-01,2.0316155,0.206225,0.177824,0.157417,0.0831735,1.29648,0.110496,0.10150788867283203,0.08752837335608042,0.07748365770983733,0.040939587239809894,0.6381522487892025,0.05438824423223784
2005-08-01,3.0793253000000003,0.250866,0.198393,0.132994,0.0819033,2.21288,0.202289,0.08146784621942994,0.06442742505963887,0.04318933111743666,0.026597806993629413,0.7186249533298739,0.06569263727999117
2005-09-01,3.3616139,0.191731,0.201425,0.129983,0.0972899,2.50625,0.234935,0.05703540195380558,0.05991913586506767,0.038666843922795534,0.028941426021590402,0.745549630193997,0.06988756204274381
2005-10-01,4.2023150000000005,0.172546,0.191788,0.109522,0.106414,3.28281,0.339235,0.041059749209661815,0.04563865393241581,0.02606230137436151,0.025322709030617643,0.7811908436183389,0.08072574283460425
2005-11-01,3.704351,0.302329,0.201054,0.131316,0.148248,2.59447,0.326934,0.08161456622226133,0.05427509434176189,0.03544912455650126,0.040019965710592756,0.7003844938020182,0.08825675536686453
2005-12-01,4.319958,0.695378,0.348328,0.192144,0.14053,2.54147,0.402108,0.1609686946030494,0.08063226540628406,0.04447821020482144,0.032530408860456515,0.5883089604111892,0.09308146051419945
2006-01-01,3.14777,0.716504,0.299722,0.177755,0.110548,1.52045,0.322791,0.22762272974200784,0.09521724903661957,0.056470136001042004,0.03511946552638852,0.4830244903534884,0.10254592934045371
2006-02-01,3.1474720000000005,0.839611,0.30764,0.204504,0.123741,1.33667,0.335306,0.26675725788823534,0.09774193384405007,0.06497404901457422,0.03931440851578663,0.42468050549774544,0.10653184523960815
2006-03-01,3.1228320000000003,0.752734,0.302905,0.192755,0.158033,1.38745,0.328955,0.2410421053710222,0.09699689256418531,0.061724421934961596,0.05060566818836235,0.4442922321789965,0.105338679762472
2006-04-01,2.883731,0.729826,0.332355,0.200377,0.127411,1.23988,0.253882,0.25308393882785873,0.11525173464515241,0.06948532994235593,0.044182692491081865,0.42995688571506846,0.0880394183784826
2006-05-01,3.009603,0.724214,0.340503,0.199079,0.129051,1.39924,0.217516,0.24063439596518213,0.1131388425649496,0.0661479271518536,0.04287974194603076,0.46492510806242554,0.07227398430955843
2006-06-01,2.5265101000000003,0.453671,0.232204,0.176184,0.0966531,1.41529,0.152508,0.17956429305388485,0.09190701434361967,0.06973413642795252,0.03825557633828576,0.5601758726394958,0.06036310719676125
2006-07-01,2.8013201,0.508488,0.224788,0.166766,0.0966031,1.65574,0.148935,0.18151727822893216,0.08024359658148314,0.05953121887070314,0.03448484876826465,0.5910570519948791,0.05316600555573782
2006-08-01,2.5873352000000005,0.231186,0.210355,0.132573,0.0804282,1.78586,0.146933,0.08935293733877232,0.08130179653567884,0.05123920549606405,0.031085342169812395,0.690231401018314,0.05678931744135819
2006-09-01,3.390395,0.162698,0.17627,0.128812,0.111063,2.58189,0.229662,0.047987918811819866,0.0519909922000239,0.03799321318017518,0.032758129952409676,0.761530736094172,0.06773900976139949
2006-10-01,3.6741260000000002,0.213938,0.167863,0.124257,0.121209,2.7674,0.279459,0.05822826979804176,0.045687872435512554,0.03381947162399983,0.032989886574385306,0.7532131451126063,0.07606135445545417
2006-11-01,4.368593,0.251905,0.206811,0.118988,0.134862,3.28967,0.366357,0.057662730311567136,0.047340413721305694,0.027237144774072568,0.03087080897671173,0.7530273477066873,0.08386155450965563
2006-12-01,4.11798,0.507765,0.278102,0.180296,0.131091,2.6349,0.385826,0.12330438710241429,0.0675335965691917,0.043782631290098545,0.031833811723223526,0.6398525490653184,0.09369302424975351
2007-01-01,3.7021390000000003,0.627269,0.306555,0.176001,0.116695,2.09493,0.380689,0.16943421087106667,0.08280483255761062,0.04754035437351217,0.031520966662786025,0.5658701631678336,0.10282947236719096
2007-02-01,3.1913239999999994,0.605999,0.285945,0.194871,0.112144,1.66603,0.326335,0.18988952547594667,0.08960074251313876,0.0610627438643021,0.03514027406806705,0.5220497824727293,0.10225693160581628
2007-03-01,3.462503,0.526027,0.295134,0.21854,0.139174,1.95098,0.332648,0.15192102360633336,0.0852371824659791,0.06311619080185635,0.04019462221404573,0.5634594396019296,0.0960715413098559
2007-04-01,2.6946149999999998,0.747719,0.281587,0.197905,0.147398,1.09117,0.228836,0.27748639416020476,0.1044999007279333,0.07344462938119176,0.05470094985740078,0.40494467669778433,0.0849234491754852
2007-05-01,2.658943,0.386393,0.257607,0.155605,0.102478,1.54279,0.21407,0.1453182712077694,0.09688323518029532,0.05852137484707269,0.038540878837944256,0.5802268044106249,0.08050943551629351
2007-06-01,2.5565811,0.23262,0.208552,0.149081,0.0941111,1.70841,0.163807,0.09098870362453983,0.08157456847349767,0.05831264261477956,0.0368113102299004,0.6682400961189927,0.0640726789382899
2007-07-01,2.6422572,0.380965,0.200658,0.129521,0.0819562,1.68869,0.160467,0.1441816489325869,0.07594188786769131,0.04901907354060763,0.031017495193125032,0.6391088649507701,0.06073102951521903
2007-08-01,2.8859917999999998,0.279195,0.236334,0.136568,0.0776038,1.98367,0.172621,0.09674143911289008,0.08189004556423203,0.04732099377413339,0.026889819991865536,0.6873442952956416,0.059813406261237476
2007-09-01,3.1285421,0.228293,0.194316,0.130487,0.0879481,2.27778,0.209718,0.07297104935874124,0.062110719238842906,0.04170856450996775,0.02811152836971572,0.7280643594343831,0.06703377908834916
2007-10-01,3.9404969999999997,0.203573,0.199294,0.125381,0.102049,3.0016,0.3086,0.05166175738745646,0.05057585375651853,0.03181857516957887,0.02589749465613094,0.7617313247542125,0.07831499427610274
2007-11-01,3.7381580000000003,0.284061,0.207854,0.137601,0.129559,2.64764,0.331443,0.0759895649140566,0.05560332120793182,0.03680984056853669,0.03465851363158005,0.7082739680880262,0.08866479158986858
2007-12-01,3.5524129999999996,0.618106,0.292972,0.176904,0.172323,1.96244,0.329668,0.1739960978636212,0.08247126671363944,0.049798263884294994,0.048508717877116206,0.5524245069478128,0.0928011467135156
2008-01-01,5.696845000000001,0.792187,0.444504,0.145466,0.120769,3.58221,0.611709,0.13905714478803616,0.07802634616177902,0.025534484438316296,0.0211992778458954,0.6288059443428774,0.10737680242309557
2008-02-01,4.050677,0.794878,0.371447,0.163261,0.115701,2.12602,0.47937,0.19623337037240934,0.09169998002802988,0.040304620684394235,0.02856337348053177,0.5248554747761917,0.11834318065844301
2008-03-01,2.9037930000000003,0.671915,0.320974,0.196909,0.116098,1.30613,0.291767,0.23139218256948754,0.11053611603857436,0.06781096310928499,0.039981500058716306,0.4498013460325856,0.1004778921913511
2008-04-01,2.478647,0.7534,0.323779,0.229831,0.114311,0.862761,0.194565,0.303956150270692,0.1306273140144603,0.092724377452699,0.04611830567240918,0.34807739867758497,0.07849645391215448
2008-05-01,2.321676,0.470059,0.252955,0.213097,0.151379,1.09081,0.143376,0.20246537415212112,0.10895361798976255,0.0917858478099442,0.06520246580487545,0.4698373071867048,0.06175538705659187
2008-06-01,2.4865450000000004,0.273206,0.199363,0.162735,0.102075,1.57065,0.178516,0.10987374047121606,0.08017671105891909,0.06544623161857113,0.0410509361382963,0.6316595919237334,0.0717927887892638
2008-07-01,2.3731882,0.204206,0.181385,0.146049,0.0908322,1.6112,0.139516,0.08604711585874227,0.07643093792561416,0.06154126335197521,0.03827433492211026,0.6789179214695236,0.05878842647203454
2008-08-01,2.7093358999999997,0.17584,0.184584,0.140973,0.0879879,1.96033,0.159621,0.06490151331918645,0.06812887246649632,0.052032307991046814,0.03247581815159944,0.7235463125853092,0.05891517548636182
2008-09-01,3.2148203000000004,0.163714,0.174092,0.115451,0.0870713,2.44363,0.230862,0.05092477486222169,0.05415294907774471,0.035912116145341,0.027084344341112936,0.7601140256579816,0.07181178991559807
2008-10-01,3.5792886,0.190728,0.184,0.130257,0.0984396,2.70043,0.275434,0.05328656649815833,0.05140686336385392,0.03639186848470392,0.02750256014561106,0.7544599784437611,0.07695216306391164
2008-11-01,4.095883000000001,0.285914,0.218115,0.166388,0.157909,2.93448,0.333077,0.06980521660408756,0.053252253543375136,0.04062323069286891,0.038553103201434215,0.7164462461452146,0.08131994981301956
2008-12-01,3.599374,0.521242,0.246635,0.184923,0.145358,2.17784,0.323376,0.14481462609887163,0.06852163737360996,0.05137643379098699,0.040384244593643225,0.60506076890037,0.08984228924251828
2009-01-01,3.633563,0.760197,0.325377,0.194725,0.117049,1.86511,0.371105,0.2092153073993763,0.08954764235545111,0.053590649178230844,0.03221328486667219,0.5133005812751836,0.10213253492508594
2009-02-01,3.4890463,0.584343,0.332615,0.162535,0.0904293,1.92937,0.389754,0.16747929083084967,0.09533120841646613,0.04658436318256941,0.025918056748057486,0.5529791909038295,0.11170788991822779
2009-03-01,3.294683,0.629175,0.33043,0.167278,0.103574,1.70553,0.358696,0.1909667788980002,0.10029189454645561,0.05077210766559332,0.031436711817191515,0.5176613349448187,0.10887117212794069
2009-04-01,2.857883,0.620312,0.347833,0.30272,0.188361,1.18239,0.216267,0.21705297242749264,0.12171002101905501,0.10592456024266912,0.06590927620199986,0.41372932341876834,0.07567384669001494
2009-05-01,2.635376,0.366534,0.266483,0.229102,0.171448,1.4089,0.192909,0.13908224101608274,0.10111763938049069,0.0869333256430961,0.06505637146274383,0.5346106210271324,0.07319980147045431
2009-06-01,2.6505115,0.255135,0.218445,0.166774,0.0980525,1.74463,0.167475,0.09625877873006776,0.08241616759633,0.06292143988056645,0.03699380289427154,0.6582238937654109,0.06318591713335332
2009-07-01,2.611541,0.396447,0.195773,0.173484,0.100676,1.60548,0.139681,0.15180577291338715,0.07496455158084825,0.06642974397108833,0.03855041908206688,0.6147634672402233,0.0534860452123861
2009-08-01,2.7889317,0.293056,0.211272,0.1452,0.0965557,1.89075,0.152098,0.10507822762386042,0.07575373753326407,0.05206294582258863,0.03462103428348568,0.6779477604274067,0.05453629430939453
2009-09-01,3.3548034,0.150847,0.184768,0.122456,0.0977004,2.55277,0.246262,0.044964482866566784,0.055075656594362574,0.03650169187261465,0.02912254113013001,0.7609298357095978,0.07340579182672821
2009-10-01,3.95973,0.17839,0.175801,0.115427,0.12979,3.0345,0.325822,0.04505105146057938,0.04439721900230572,0.029150219838221293,0.03277748735393574,0.7663401292512368,0.08228389309372104
2009-11-01,3.4702080000000004,0.322705,0.1853,0.173174,0.145123,2.34927,0.294636,0.0929929848585445,0.05339737560399837,0.049903060565821986,0.041819683431079634,0.6769824748257165,0.08490442071483899
2009-12-01,4.008127,0.668315,0.283123,0.15298,0.128298,2.36809,0.407321,0.16673997605365298,0.07063723280225402,0.038167453276804854,0.032009464769953644,0.5908220972040058,0.10162377589332873
2010-01-01,3.3586439999999995,0.807213,0.292805,0.194115,0.120755,1.60414,0.339616,0.2403389582224255,0.0871795284049158,0.05779564610003324,0.03595349789974764,0.4776153709651872,0.10111699840769073
2010-02-01,2.90831,0.693799,0.287275,0.189084,0.107762,1.31409,0.3163,0.2385574440138775,0.09877729678060454,0.06501507748486234,0.03705313395064487,0.45183972822704593,0.10875731954296482
2010-03-01,3.669665,0.666812,0.364611,0.168047,0.113925,1.96681,0.38946,0.18170922958907693,0.09935811579531102,0.04579355336250039,0.031045068146547436,0.535964454521053,0.1061295785855112
2010-04-01,3.040708,0.785242,0.357086,0.202584,0.122966,1.28732,0.28551,0.2582431460041543,0.11743514997165135,0.06662395731520422,0.04043992385983791,0.4233619275510835,0.09389589529806873
2010-05-01,2.725282,0.659709,0.305177,0.219125,0.139792,1.22231,0.179169,0.2420699949583199,0.11197997124701223,0.08040452327502254,0.05129450823804656,0.44850771406408585,0.06574328821751291
2010-06-01,2.5907310000000003,0.305906,0.263047,0.197426,0.101231,1.56634,0.156781,0.11807709870303014,0.10153389139976321,0.0762047468455814,0.03907429987906887,0.6045938385729741,0.06051612459958212
2010-07-01,2.440959,0.215408,0.196002,0.160359,0.101914,1.6272,0.140076,0.08824728313748817,0.08029712912015319,0.06569508131844902,0.041751623030128734,0.6666232411113829,0.05738564228239803
2010-08-01,2.7233419999999997,0.230274,0.197202,0.141963,0.093404,1.90406,0.156439,0.0845556672647064,0.07241176466268284,0.05212823068127324,0.03429756527090612,0.6991630136795159,0.057443758440915614
2010-09-01,3.5028110000000003,0.200351,0.200001,0.123017,0.106725,2.62738,0.245337,0.05719720533023334,0.05709728558006698,0.035119508303473976,0.03046838667572986,0.7500775805488791,0.07004003356161664
2010-10-01,3.598579,0.218785,0.191862,0.134862,0.111571,2.65019,0.291309,0.060797609278551344,0.053316045027773463,0.03747645945802496,0.031004182484252813,0.7364545838788032,0.08095111987259415
2010-11-01,3.8491580000000005,0.36121,0.235003,0.165269,0.158317,2.57458,0.354779,0.09384130243549367,0.06105309265039262,0.042936403234161855,0.041130293950001534,0.668868360301136,0.0921705474288143
2010-12-01,4.159901,0.423597,0.270652,0.167101,0.142343,2.76137,0.394838,0.10182862524853357,0.06506212527653904,0.04016946557141625,0.03421788162747143,0.6638066627066366,0.09491523956940323
2011-01-01,4.49268,1.27445,0.437269,0.185905,0.1254,1.94212,0.527536,0.28367255179536494,0.09732921107223307,0.04137953292912026,0.027912070301023,0.4322854064834353,0.1174212274188235
2011-02-01,3.40339,0.769746,0.33842,0.216497,0.119069,1.59047,0.369188,0.22617037718275015,0.09943615042648654,0.06361216316672494,0.03498541160431217,0.46731934923708424,0.10847654838264202
2011-03-01,3.3817679999999997,0.662711,0.351346,0.201101,0.114138,1.67625,0.376222,0.1959658379877035,0.10389417606411795,0.05946623186451584,0.033750984692030916,0.49567267772360496,0.11125009166802691
2011-04-01,2.961458,0.758112,0.359062,0.255877,0.162242,1.17252,0.253645,0.25599282515571725,0.12124500837087678,0.08640237342552216,0.05478450141788268,0.3959266010188225,0.08564869061117869
2011-05-01,2.859852,0.582229,0.329516,0.299258,0.17014,1.28161,0.197099,0.2035871087035273,0.11522134711866207,0.10464107932858065,0.05949258912698979,0.44813857500318194,0.06891930071905819
2011-06-01,2.7294913,0.460061,0.276071,0.169628,0.0904333,1.5621,0.171198,0.16855192027906446,0.10114375524845967,0.062146378704339526,0.0331319246190673,0.5723044436888295,0.06272157746023957
2011-07-01,1.9892986000000001,0.199858,0.156781,0.128649,0.0855826,1.29961,0.11881800000000001,0.10046656645714223,0.07881220044089912,0.06467053261888386,0.04302149511390597,0.6533006156039117,0.05972858976525696
2011-08-01,2.788156,0.197728,0.178346,0.158161,0.121665,1.95968,0.172576,0.07091712228440589,0.06396557437962583,0.056726022503762345,0.04363636754901806,0.7028588070394914,0.061896106243696555
2011-09-01,3.50113,0.170152,0.189577,0.123373,0.103561,2.65632,0.258147,0.048599166554798026,0.054147375275982325,0.0352380517147321,0.029579307252229996,0.7587036185460123,0.07373248065624528
2011-10-01,3.8478049999999997,0.221686,0.191698,0.130259,0.122734,2.86695,0.314478,0.057613626470156366,0.04982009223440378,0.03385280698995922,0.03189714655498395,0.7450871340933338,0.08172919365716298
2011-11-01,4.085208,0.301276,0.221559,0.148558,0.124027,2.94174,0.348048,0.07374801968467701,0.05423444779311115,0.036364855840877626,0.03036002083614837,0.7200955251238126,0.08519713072137332
2011-12-01,4.410978,0.872234,0.389041,0.233202,0.148341,2.3437,0.42446,0.19774163462161903,0.08819835419718712,0.052868547519393655,0.03362995689391332,0.5313334140410585,0.09622809272682838
2012-01-01,5.181923,1.02477,0.440898,0.179285,0.101229,2.92661,0.509131,0.19775863130347554,0.08508385786512072,0.03459815979511853,0.01953502589675686,0.5647729616978099,0.09825136344171845
2012-02-01,3.1084433000000002,0.22804,0.0807023,0.1278,0.13008,2.04096,0.500861,0.0733614796834158,0.025962287940075986,0.04111382697570838,0.041847313090767974,0.6565858865754444,0.16112920573458744
2012-03-01,3.2842237,0.18532,0.0569984,0.0847449,0.0960054,2.27198,0.589175,0.05642733776021408,0.017355212435742423,0.025803632072930963,0.029232296204427244,0.6917860071468336,0.17939551437985177
2012-04-01,2.2575216,0.254619,0.0901946,0.105811,0.101867,1.33334,0.37169,0.11278696070947891,0.03995292891106778,0.046870426400349836,0.04512337777853377,0.5906211484310936,0.16464515776947605
2012-05-01,1.5181171,0.150969,0.0953479,0.10018,0.0817852,0.876104,0.213731,0.09944489789358146,0.06280668335795704,0.06598963940265215,0.05387278754715299,0.5770990920265637,0.1407868997720927
2012-06-01,1.6195363,0.150109,0.104686,0.116418,0.0701923,0.984779,0.193352,0.09268640659675241,0.0646394897107277,0.07188353851654945,0.04334098593529518,0.6080623200603777,0.11938725918029747
2012-07-01,1.7874497000000003,0.131691,0.132273,0.144017,0.0740617,1.13498,0.170427,0.07367535992761082,0.0740009634956441,0.08057121831176563,0.04143428483609916,0.6349717141690756,0.0953464592598046
2012-08-01,2.1192686,0.109092,0.125143,0.140476,0.0775856,1.45587,0.211102,0.05147624987224366,0.059050089261927445,0.06628513252166338,0.03660961144802505,0.6869681360824201,0.09961078081372036
2012-09-01,2.5961082,0.10361,0.0973881,0.119618,0.0699451,1.9091,0.296447,0.039909738738932374,0.03751311289722054,0.04607589159804664,0.026942290001626276,0.7353699664752031,0.114189000288971
2012-10-01,2.9980346,0.100944,0.0844878,0.101703,0.0780598,2.26671,0.36613,0.03367005837757843,0.028181062353316404,0.03392322423497047,0.026036991034059445,0.7560653235956649,0.12212334040441028
2012-11-01,3.4134149,0.141344,0.0821675,0.109465,0.0855314,2.57192,0.422987,0.04140838548516326,0.024071934531017605,0.03206905788100943,0.025057428559299953,0.7534741821159802,0.12391901142752966
2012-12-01,3.1509333,0.211309,0.0850856,0.117557,0.0899347,2.22201,0.425037,0.06706235260517891,0.027003300895007836,0.03730862852603068,0.028542241754212952,0.7051910619624985,0.13489241425707107
2013-01-01,2.9634400000000003,0.287009,0.103654,0.140113,0.115128,1.85308,0.464456,0.0968499446589099,0.0349775936074292,0.047280525335420986,0.038849445239316466,0.6253138244742596,0.15672866668466376
2013-02-01,3.4569669000000003,0.215901,0.0684288,0.0861891,0.104328,2.39667,0.58545,0.06245388117543156,0.019794462018135027,0.024932000361357235,0.030179056675376324,0.6932869389058945,0.1693536608638052
2013-03-01,3.4735481999999998,0.216378,0.0766102,0.100616,0.104882,2.42869,0.546372,0.062293075420689424,0.02205531508098837,0.028966346285334402,0.03019448528164947,0.6991957100235431,0.15729506790779527
2013-04-01,2.4395870000000004,0.267174,0.108885,0.104302,0.130943,1.44262,0.385663,0.10951607792630473,0.044632554608628416,0.042753957944520936,0.05367424896099216,0.5913377961105711,0.15808536444898252
2013-05-01,1.8348809,0.219329,0.10422,0.114264,0.0836639,1.03156,0.281844,0.11953309885126605,0.056799326866392254,0.062273251631754414,0.045596365409874835,0.5621945271761236,0.15360343006458893
2013-06-01,1.6688105,0.178876,0.114108,0.129971,0.0728025,0.975312,0.197741,0.1071877244300656,0.06837684686188156,0.07788241984335549,0.04362538466770194,0.5844354406926371,0.11849218350435835
2013-07-01,1.9265616,0.131493,0.129978,0.140491,0.0772026,1.26162,0.185777,0.06825268395259201,0.06746630888937058,0.07292318086273493,0.04007273891475881,0.6548557803705835,0.09642930700996012
2013-08-01,2.1507823000000004,0.115986,0.130441,0.147005,0.0735373,1.47282,0.210993,0.05392735471181811,0.060648165088581944,0.06834954890599573,0.03419095461218924,0.6847833925358228,0.09810058414559204
2013-09-01,2.5283719,0.0939267,0.0959453,0.113971,0.0713529,1.87537,0.277806,0.03714908396189659,0.037947463345878826,0.045076833831288826,0.028220887916053806,0.7417302810555678,0.10987544988931415
2013-10-01,3.1680730000000006,0.0985019,0.0865162,0.102599,0.0803029,2.446,0.354153,0.03109205501262123,0.027308777291432357,0.03238530172758013,0.025347553544378548,0.7720781686533106,0.11178814377067697
2013-11-01,3.4351555,0.135919,0.0786687,0.104835,0.0756608,2.61751,0.422562,0.03956705890024484,0.02290105935524607,0.030518269114746043,0.022025436694204963,0.7619771506704718,0.12301102526508625
2013-12-01,3.035549,0.213825,0.100433,0.144467,0.101529,2.04484,0.430455,0.07044030585571176,0.03308561317903285,0.04759172064097796,0.03344666813153074,0.6736310301695015,0.1418046620232452
2014-01-01,3.3233374999999996,0.226677,0.0914235,0.124906,0.110625,2.27478,0.494926,0.06820763765341317,0.027509544245807118,0.037584506538983785,0.03328732035190528,0.6844866042043578,0.14892438700553284
2014-02-01,3.2677453,0.21676,0.0739153,0.107334,0.1052,2.22838,0.536156,0.06633319922455401,0.02261966377856928,0.032846501225171985,0.03219345155205334,0.6819319730947206,0.16407521112493068
2014-03-01,2.8799823,0.220017,0.0804533,0.111707,0.104211,1.85839,0.505204,0.07639526117920933,0.027935345297087417,0.038787391158619275,0.03618459738450476,0.6452782713282648,0.17541913365231446
2014-04-01,1.8179876,0.242861,0.099388,0.126766,0.0954466,0.920511,0.333015,0.13358781985091647,0.054669239768192046,0.06972874842490674,0.052501238182262634,0.5063351367193044,0.18317781705441777
2014-05-01,2.3199351,0.217137,0.111898,0.120015,0.0978201,1.44324,0.329825,0.09359615275444559,0.048233245835196,0.05173205060779502,0.04216501573686264,0.6221036097087371,0.14216992535696366
2014-06-01,1.5737012000000001,0.157189,0.127437,0.14938,0.0834412,0.882741,0.173513,0.09988490826594018,0.0809791591948967,0.09492272103497157,0.05302226369275183,0.5609330411643583,0.1102579066470814
2014-07-01,1.6943453,0.148383,0.122637,0.147793,0.0687553,1.04501,0.161767,0.0875754192489571,0.07238016949673717,0.08722720215294959,0.04057927271377328,0.6167633008454653,0.09547463554211766
2014-08-01,1.9154054,0.113034,0.122417,0.145418,0.0734354,1.27487,0.186231,0.059013094564732874,0.06391179642701227,0.07592022033560102,0.03833935103242374,0.6655875565559124,0.09722798108431771
