Months,PC1,PC2,Raw_Cluster,Ecological_State,State_Name
2016-07-01,-0.1068744105577082,-0.4693418775342413,1,2,Mixed-prokaryote mid-year state
2016-08-01,0.24472152942542297,-0.43248007094505764,1,2,Mixed-prokaryote mid-year state
2016-09-01,0.012228009385256144,-0.24071850967082292,1,2,Mixed-prokaryote mid-year state
2016-10-01,0.2104737511688604,-0.00647870189677012,0,3,Prokaryote-dominated late-year state
2016-11-01,-0.22400941254382895,-0.0622777748026462,1,2,Mixed-prokaryote mid-year state
2016-12-01,-0.786320259807985,-0.09669141450224836,2,1,Diatom-associated early-year state
2017-01-01,-0.8360332766390755,0.3065320365919203,2,1,Diatom-associated early-year state
2017-02-01,-0.9646543726425875,0.49218677542904565,2,1,Diatom-associated early-year state
2017-03-01,-0.6416467388539911,0.6328952185511649,2,1,Diatom-associated early-year state
2017-04-01,-0.1041407046712243,0.2965011727622752,2,1,Diatom-associated early-year state
2017-05-01,0.1666413376889997,0.2080982895291733,0,3,Prokaryote-dominated late-year state
2017-06-01,0.21638639460817877,-0.28878987357431635,1,2,Mixed-prokaryote mid-year state
2017-07-01,0.2448867947975356,-0.6404278596273884,1,2,Mixed-prokaryote mid-year state
2017-08-01,0.2725761680312726,-0.6545568886191568,1,2,Mixed-prokaryote mid-year state
2017-09-01,0.924070676903027,-0.1320427162665808,0,3,Prokaryote-dominated late-year state
2017-10-01,0.21637814786123166,-0.18744295015070472,1,2,Mixed-prokaryote mid-year state
2017-11-01,-0.05527975208973729,-0.06841113794508372,1,2,Mixed-prokaryote mid-year state
2017-12-01,-0.8464914641963648,-0.014380260319132346,2,1,Diatom-associated early-year state
2018-01-01,-0.7704614560713355,0.3187914077306664,2,1,Diatom-associated early-year state
2018-02-01,-0.44661780642790755,0.6906438884018341,2,1,Diatom-associated early-year state
2018-03-01,-0.5038260759707095,0.39027542580200286,2,1,Diatom-associated early-year state
2018-04-01,0.0864264595997242,0.39239303298582345,0,3,Prokaryote-dominated late-year state
2018-05-01,0.1444599998608782,0.015938245496704685,0,3,Prokaryote-dominated late-year state
2018-06-01,0.18818815200361094,-0.37265475580859553,1,2,Mixed-prokaryote mid-year state
2018-07-01,0.17879166568405447,-0.8033138920407955,1,2,Mixed-prokaryote mid-year state
2018-08-01,0.4645933742381586,-0.4275525129984903,1,2,Mixed-prokaryote mid-year state
2018-09-01,0.6926604229629688,-0.13201235095804703,0,3,Prokaryote-dominated late-year state
2018-10-01,0.31578534638964806,-0.07587088929689806,0,3,Prokaryote-dominated late-year state
2018-11-01,-0.34211179001627984,-0.1800650397264154,1,2,Mixed-prokaryote mid-year state
2018-12-01,-0.67918967025414,0.04142490846319564,2,1,Diatom-associated early-year state
2019-01-01,-0.6623832776439712,0.4626536448328061,2,1,Diatom-associated early-year state
2019-02-01,-0.6652106640846706,0.5937482153191429,2,1,Diatom-associated early-year state
2019-03-01,-0.4785603307697328,0.6192517652862392,2,1,Diatom-associated early-year state
2019-04-01,-0.285084369958752,-0.001833312746059506,2,1,Diatom-associated early-year state
2019-05-01,0.5068169161046635,0.2704732119610187,0,3,Prokaryote-dominated late-year state
2019-06-01,0.12353659207341365,-0.5109999490232414,1,2,Mixed-prokaryote mid-year state
2019-07-01,0.2450638573814814,-0.5790762073420985,1,2,Mixed-prokaryote mid-year state
2019-08-01,0.6508360321859852,-0.3351785408667885,0,3,Prokaryote-dominated late-year state
2019-09-01,0.5834445562000937,-0.2084335200361756,0,3,Prokaryote-dominated late-year state
2019-10-01,0.42033178048859615,-0.09239685708404227,0,3,Prokaryote-dominated late-year state
2019-11-01,0.30407870304160983,0.011597516605458623,0,3,Prokaryote-dominated late-year state
2019-12-01,-0.6659872371981157,-0.1363932747806682,2,1,Diatom-associated early-year state
2020-01-01,-1.0045544349978557,0.064363121441041,2,1,Diatom-associated early-year state
2020-02-01,-0.6934953170443516,0.5019615087923249,2,1,Diatom-associated early-year state
2020-03-01,-0.3429440355910492,0.673818235797676,2,1,Diatom-associated early-year state
2020-04-01,0.2170236725635274,0.5150681858664642,0,3,Prokaryote-dominated late-year state
2020-05-01,0.06329255271315766,-0.025088589132708908,1,2,Mixed-prokaryote mid-year state
2020-06-01,0.46058666383547264,-0.16657718331758242,0,3,Prokaryote-dominated late-year state
2020-07-01,0.1712881545014972,-0.5743097675702173,1,2,Mixed-prokaryote mid-year state
2020-08-01,0.44855622604873163,-0.4682334471533252,1,2,Mixed-prokaryote mid-year state
2020-09-01,0.5262659700675485,-0.3240173927847551,0,3,Prokaryote-dominated late-year state
2020-10-01,0.9227895608666219,0.12420446184730279,0,3,Prokaryote-dominated late-year state
2020-11-01,0.12176211987006834,-0.06286768478202918,1,2,Mixed-prokaryote mid-year state
2020-12-01,-0.8730030843870594,-0.10977120045157378,2,1,Diatom-associated early-year state
2021-01-01,-0.4163086775868512,0.655879045287802,2,1,Diatom-associated early-year state
2021-02-01,-0.3301257915584179,0.6640850311225541,2,1,Diatom-associated early-year state
2021-03-01,-0.08477870772744397,0.6526027840971725,2,1,Diatom-associated early-year state
2021-04-01,0.25139339717903886,0.5815921696845373,0,3,Prokaryote-dominated late-year state
2021-05-01,0.22057536370139907,0.04465908111036061,0,3,Prokaryote-dominated late-year state
2021-06-01,0.20948371987280096,-0.39992952087264266,1,2,Mixed-prokaryote mid-year state
2021-07-01,0.3693764828975111,-0.4480384606044363,1,2,Mixed-prokaryote mid-year state
2021-08-01,0.661445753907127,-0.3899349172520329,0,3,Prokaryote-dominated late-year state
2021-09-01,0.5149309635332519,-0.18336175988878034,0,3,Prokaryote-dominated late-year state
2021-10-01,0.5913784955068616,0.08321083401409453,0,3,Prokaryote-dominated late-year state
2021-11-01,-0.02074714115735213,-0.051430053603256795,1,2,Mixed-prokaryote mid-year state
2021-12-01,-0.6894390926681141,0.02640152581608212,2,1,Diatom-associated early-year state
2022-01-01,-1.3851583218146049,-0.16351427310299438,2,1,Diatom-associated early-year state
2022-02-01,-1.2569884755971086,0.04255109749834359,2,1,Diatom-associated early-year state
2022-03-01,0.050536758575186705,0.8700382505871741,0,3,Prokaryote-dominated late-year state
2022-04-01,0.3495003418272919,0.3903931792524945,0,3,Prokaryote-dominated late-year state
2022-05-01,0.43255388311580667,0.039933905901448935,0,3,Prokaryote-dominated late-year state
2022-06-01,0.08222236813173808,-0.4146984077614947,1,2,Mixed-prokaryote mid-year state
2022-07-01,0.4536091743463835,-0.6342077656989468,1,2,Mixed-prokaryote mid-year state
2022-08-01,0.7322567401603475,-0.3116728064823934,0,3,Prokaryote-dominated late-year state
2022-09-01,0.7201974926137487,-0.006686805166003947,0,3,Prokaryote-dominated late-year state
2022-10-01,0.36551068805148107,0.09268314697898783,0,3,Prokaryote-dominated late-year state
2022-11-01,-0.12554535372441666,-0.08916261937043386,1,2,Mixed-prokaryote mid-year state
2022-12-01,-0.7051641636108819,0.20263044950037662,2,1,Diatom-associated early-year state
